smiles,actual_exp,pred_exp,residual
CC(=O)OCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.74,1.6595706,-1.0804294252395632
CC(=O)OCCN1CCSC1=Nc1ncc([N+](=O)[O-])s1,1.88,-0.57489896,-2.4548989582061767
CC(=O)OCCN=C1C=CC(c2ccncc2)C(C)=N1,2.59,2.7063894,0.11638942718505874
CC(=O)OCCN=C1C=CC(c2ccncc2)C=N1,2.0,0.034969613,-1.965030387043953
CC(=O)OCCOC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,3.1,3.1116114,0.011611366271972567
CC(=O)OCCOC(=O)c1ccccc1,1.85,2.2215898,0.3715898036956786
CC(=O)OCCOCN1C=NC2C=NC(=N)N=C21,-0.61,2.5655832,3.1755832290649413
CC(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,-1.07,2.0463905,3.116390533447266
CC(=O)OCCOc1ccc(-c2ccncc2)cn1,1.92,2.2352269,0.31522686958312995
CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,0.11,8.285571,8.175571098327637
CC(=O)OCCc1ccccc1,2.3,3.6783218,1.3783218383789064
CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc2c(N)ncnc21,3.16,3.5292604,0.3692603969573973
CC(=O)OCCn1c([N+](=O)[O-])cnc1C,0.3,-0.7021309,-1.002130913734436
CC(=O)OCN1C(=O)C(C)=C(C)C1=O,0.65,3.1394455,2.4894455432891847
CC(=O)OCN1C(=O)C2=C(CCCC2)C1=O,1.15,1.8222617,0.6722616910934449
CC(=O)OCN1C(=O)C=C(C)C1=O,0.45,2.8083098,2.35830979347229
CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.23,-0.23357962,-2.463579620718956
CC(=O)OCN1C(=O)c2cccc3cccc(c23)C1=O,2.34,2.6353366,0.2953366374969484
CC(=O)OCN1C(=O)c2ccccc2C1=O,1.06,0.5503963,-0.5096036767959595
CC(=O)OCN1Cc2ccccc2C1=O,0.99,4.6348834,3.644883403778076
CC(=O)OCOC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,3.4,3.0422747,-0.35772528648376456
CC(=O)OCOC(=O)N(C)N=Nc1ccc(Br)cc1,3.64,1.3523012,-2.287698760032654
CC(=O)OCOC(=O)N(C)N=Nc1ccc(C#N)cc1,2.08,1.0197467,-1.0602533388137818
CC(=O)OCOC(=O)N(C)N=Nc1ccc(C)cc1,3.28,1.7572187,-1.5227812814712522
CC(=O)OCOC(=O)c1ccccc1OC(C)=O,1.42,4.9005284,3.4805284309387208
CC(=O)OCOc1ccccc1/C(O)=N/CN1CCOCC1,0.27,3.7278266,3.4578265953063965
CC(=O)OCOc1ccccc1C(N)=O,0.52,0.8218948,0.3018948245048523
CC(=O)OCc1ccc(C)cc1,2.44,3.4420977,1.0020976638793946
CC(=O)OCc1ccc(Cl)cc1,2.59,3.3692992,0.7792991733551027
CC(=O)OCc1ccc([N+](=O)[O-])cc1,1.73,3.3471386,1.6171386432647705
CC(=O)OCc1ccccc1,1.96,3.2519348,1.2919347667694092
CC(=O)OCc1ccccn1,0.39,1.2542914,0.8642914152145386
CC(=O)OCc1coc(Cc2ccccc2)c1,3.24,3.1359212,-0.10407876014709494
CC(=O)OCn1cc2c(=O)n(COC(C)=O)cnc2n1,-0.2,1.4419001,1.6419001340866088
CC(=O)OCn1ncc2c(O)ncnc21,-0.35,2.3924735,2.7424734592437745
CC(=O)ON=C1CC=Nc2ccccc21,0.97,0.46646905,-0.5035309505462646
CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1,0.64,1.2479191,0.6079190826416015
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,2.66,0.12123315,-2.5387668496370317
CC(=O)Oc1c(C)cccc1C,2.32,2.0676064,-0.2523935508728026
CC(=O)Oc1c(Cl)cccc1Cl,2.94,0.8767283,-2.0632717037200927
CC(=O)Oc1c[nH]c2ccccc12,2.01,2.9320166,0.9220166110992434
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.17,0.2234817,-2.9465183001756667
CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2,5.70667,3.4801867,-2.226483299179077
CC(=O)Oc1ccc(C(=O)O)cc1,1.48,3.2711542,1.7911541652679444
CC(=O)Oc1ccc(C(C)=O)cc1,1.29,2.614003,1.3240029430389404
CC(=O)Oc1ccc(C(N)=O)cc1,0.27,3.602204,3.3322040843963623
CC(=O)Oc1ccc(C)cc1,2.11,1.2969394,-0.8130606269836425
CC(=O)Oc1ccc(C=CN=CO)cc1,1.32,5.4428854,4.122885398864746
CC(=O)Oc1ccc(CC(N)C(=O)O)cc1,-1.33,3.2810843,4.6110842990875245
CC(=O)Oc1ccc(N(C)C(=O)C(Cl)Cl)cc1,1.56,2.1936483,0.633648338317871
CC(=O)Oc1ccc(N)cc1,0.45,1.5810611,1.1310611248016358
CC(=O)Oc1ccc(N=C2C=CC(=O)C=C2)cc1,1.43,4.141931,2.7119310569763186
CC(=O)Oc1ccc(NC(=O)C(Cl)Cl)cc1,1.9,3.1053207,1.205320692062378
CC(=O)Oc1ccc(OCCN(C)C)cc1C,1.64,2.065436,0.42543588638305674
CC(=O)Oc1ccc([N+](=O)[O-])cc1,1.5,1.7007198,0.20071983337402344
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,1.58,1.120712,-0.4592879581451417
CC(=O)Oc1cccc(C(=O)O)c1,1.49,0.96891624,-0.5210837626457214
CC(=O)Oc1cccc(C(F)(F)F)c1,2.63,4.6488123,2.0188122940063478
CC(=O)Oc1cccc(C)c1,2.09,3.26278,1.1727799510955812
CC(=O)Oc1cccc(Cl)c1,2.32,3.4596071,1.1396071243286134
CC(=O)Oc1cccc(F)c1,1.74,2.0844097,0.3444097137451172
CC(=O)Oc1cccc(NC(=O)Cc2ccccc2)c1,2.37,-1.9206263,-4.290626282691956
CC(=O)Oc1cccc(O)c1,1.23,3.97721,2.74721004486084
CC(=O)Oc1cccc(OC(C)=O)c1C(=N)O,-0.62,2.864579,3.48457896232605
CC(=O)Oc1cccc([N+](=O)[O-])c1,1.82,-1.49519,-3.315190024375916
CC(=O)Oc1cccc2ccccc12,2.78,2.185444,-0.5945558834075926
CC(=O)Oc1cccc2cccnc12,2.03,6.7272234,4.69722339630127
CC(=O)Oc1ccccc1,1.49,1.374319,-0.1156810426712036
CC(=O)Oc1ccccc1Br,2.2,1.623695,-0.5763049840927126
CC(=O)Oc1ccccc1C,1.93,2.3350852,0.405085153579712
CC(=O)Oc1ccccc1C#N,1.33,1.8286293,0.49862925529479973
CC(=O)Oc1ccccc1C(=O)O,1.19,1.5585538,0.36855381488800054
CC(=O)Oc1ccccc1C(=O)OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,2.87,3.0729053,0.20290530204772939
CC(=O)Oc1ccccc1C(=O)OCC(=N)O,0.22,1.174137,0.9541369962692261
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C(C)C)C(C)C,2.03,3.8711553,1.8411552619934084
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)C,0.38,-1.8667535,-2.2467534589767455
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)CC(N)=O,-0.46,2.9286444,3.3886444187164306
CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,0.3,0.855535,0.5555349707603454
CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(N)=O,-0.43,0.3813694,0.811369411945343
CC(=O)Oc1ccccc1C(=O)OCCN(C)C(C)=O,1.46,5.794631,4.334631004333496
CC(=O)Oc1ccccc1C(=O)OCN1C(=O)CCC1=O,0.5,3.9008183,3.400818347930908
CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,0.57,3.0144668,2.4444667625427248
CC(=O)Oc1ccccc1C(=O)OCS(C)=O,0.11,2.7027478,2.5927478218078615
CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,2.88,3.1871307,0.3071306896209718
CC(=O)Oc1ccccc1C(C)C,2.78,2.702431,-0.07756903648376445
CC(=O)Oc1ccccc1C(F)(F)F,2.59,2.2978346,-0.29216536521911607
CC(=O)Oc1ccccc1Cl,2.18,1.4854412,-0.694558792114258
CC(=O)Oc1ccccc1F,1.76,1.4697968,-0.2902032232284546
CC(=O)Oc1ccccc1I,2.55,2.8837268,0.33372683525085467
CC(=O)Oc1ccccc1[N+](=O)[O-],1.55,5.120887,3.57088680267334
CC(=O)Oc1coc(CBr)cc1=O,0.51,0.7216795,0.21167950868606566
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.78,3.6707723,0.8907723140716555
CC(=O)Sc1ccccc1,2.23,-0.9861356,-3.2161356019973755
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2.65,3.2494001,0.5994001388549806
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.94,0.76244336,-3.1775566363334655
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,3.25,0.62659085,-2.623409152030945
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,4.3,1.2297021,-3.070297884941101
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.8,1.5957812,0.7957812070846557
CC(=O)c1c(C)n(C)c2ccccc12,2.03,2.4062986,0.3762986373901369
CC(=O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,2.75,-1.6795846,-4.429584622383118
CC(=O)c1c(C)no[n+]1[O-],0.98,1.5274479,0.5474479389190674
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,2.88,2.0741098,-0.8058902072906493
CC(=O)c1c2ccccc2cc2ccccc12,3.6,1.2635691,-2.336430883407593
CC(=O)c1c[nH]c2ccccc12,2.06,0.5396088,-1.5203912234306336
CC(=O)c1cc(Cc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)ccc1O,5.21,4.674113,-0.5358872032165527
CC(=O)c1cc(F)c(Cl)cc1Cl,3.4,-0.6247939,-4.024793887138367
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,5.7,1.4727944,-4.227205586433411
CC(=O)c1cc2ccc(O)cc2oc1=O,0.87,-1.7512262,-2.6212261867523194
CC(=O)c1cc2ccc3cccc4ccc(c1)c2c34,4.29,3.434507,-0.855493106842041
CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,2.02,1.4988127,-0.5211873245239258
CC(=O)c1cc2cccc3ccc4cccc1c4c32,4.16,3.6185973,-0.5414027309417726
CC(=O)c1cc2ccccc2nn1,1.44,1.2520229,-0.18797713756561274
CC(=O)c1cc[n+]([O-])cc1,-0.93,2.2248538,3.1548537540435793
CC(=O)c1ccc(/N=C/O)cc1,0.94,3.4948206,2.5548205947875977
CC(=O)c1ccc(Br)cc1,2.43,0.5035231,-1.9264768886566164
CC(=O)c1ccc(Br)cc1O,3.15,7.637139,4.487138843536377
CC(=O)c1ccc(C#N)cc1,1.22,2.4966502,1.276650218963623
CC(=O)c1ccc(C(=O)O)cc1,1.61,1.6339147,0.023914709091186426
CC(=O)c1ccc(C(=O)OCCN(C)C)cc1,1.57,6.7587485,5.1887485313415525
CC(=O)c1ccc(C(C)=O)cc1,1.34,1.1744361,-0.1655639076232911
CC(=O)c1ccc(C(C)C)cc1,2.98,2.8068264,-0.17317364692687987
CC(=O)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,2.41,-0.10010357,-2.510103572010994
CC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.57,1.5556535,0.98565345287323
CC(=O)c1ccc(C)cc1,2.1,1.7596531,-0.340346908569336
CC(=O)c1ccc(Cl)cc1,2.32,2.343788,0.02378790855407731
CC(=O)c1ccc(Cl)cc1O,2.97,1.156297,-1.8137030315399172
CC(=O)c1ccc(F)cc1,1.72,1.2551426,-0.4648574304580688
CC(=O)c1ccc(N(C)C)cc1,2.1,1.2245349,-0.8754651308059693
CC(=O)c1ccc(N)cc1,0.83,-0.42693996,-1.2569399642944337
CC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,-0.04,3.0918834,3.131883420944214
CC(=O)c1ccc(N2CCCCC2)cc1,3.13,3.2394536,0.10945355415344249
CC(=O)c1ccc(N2CCN(S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C)CC2)nc1,2.21,-1.6038026,-3.8138025617599487
CC(=O)c1ccc(N=NC(C#N)C#N)cc1,2.1,2.0646367,-0.035363292694091886
CC(=O)c1ccc(NC(=O)Cc2ccccc2)cc1,2.75,1.5673761,-1.1826238632202148
CC(=O)c1ccc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)cc1,1.45,6.9117894,5.4617894172668455
CC(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,2.83,1.0792651,-1.7507348823547364
CC(=O)c1ccc(O)c2ncccc12,1.8,1.0455823,-0.7544177055358887
CC(=O)c1ccc(O)cc1,1.35,-0.51724607,-1.8672460675239564
CC(=O)c1ccc(OC(=O)N(C)C)cc1,1.27,-0.84277713,-2.112777132987976
CC(=O)c1ccc(OCC(=O)O)cc1,0.87,3.591376,2.7213760662078856
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.975,3.1074755,2.1324755191802978
CC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.67,2.4995396,0.829539613723755
CC(=O)c1ccc(S(N)(=O)=O)cc1,0.2,1.9367256,1.7367256164550782
CC(=O)c1ccc(SC(N(C)C)N(C)C)cc1,-0.85,2.2660806,3.116080617904663
CC(=O)c1ccc([N+](=O)[O-])cc1,1.53,2.4518793,0.9218792629241943
CC(=O)c1ccc([N+](=O)[O-])cc1O,2.05,2.2676687,0.21766872406005877
CC(=O)c1ccc2[nH]c(-c3cccnc3)cc(=O)c2c1,1.41,1.8934964,0.48349639415740975
CC(=O)c1ccc2c(c1)C(c1ccccc1F)=NCC(O)=N2,1.75,1.5242288,-0.22577118873596191
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,2.62,2.3796396,-0.2403603744506837
CC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.37,6.369537,5.999536876678467
CC(=O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,-0.05,2.3553736,2.4053736209869383
CC(=O)c1ccc2cc(C(C)C(=O)OCC(=N)O)ccc2c1,2.06,1.023128,-1.0368719673156739
CC(=O)c1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,2.05,0.65509427,-1.3949057340621946
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,4.18,1.2427225,-2.937277488708496
CC(=O)c1ccc2cccccc1-2,2.87,1.3890414,-1.4809585762023927
CC(=O)c1ccc2ncccc2c1,1.58,4.7162213,3.1362213325500488
CC(=O)c1ccc[nH]1,0.93,-3.2289135,-4.15891354560852
CC(=O)c1cccc(Br)c1,2.47,1.2840086,-1.1859913778305056
CC(=O)c1cccc(C#N)c1,1.16,3.1894717,2.02947172164917
CC(=O)c1cccc(C(=O)O)c1,1.56,2.7528265,1.192826452255249
CC(=O)c1cccc(C(C)=O)c1,1.43,0.41584587,-1.0141541290283203
CC(=O)c1cccc(C)c1,2.15,2.8695228,0.7195228099822999
CC(=O)c1cccc(CNc2nc[nH]c3ncnc2-3)c1,1.73,3.0113335,1.281333465576172
CC(=O)c1cccc(Cl)c1,2.51,0.8048757,-1.7051243281364439
CC(=O)c1cccc(F)c1,1.77,-0.0008265078,-1.770826507806778
CC(=O)c1cccc(N)c1,0.83,4.2577987,3.427798671722412
CC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,-0.22,0.85283387,1.072833867073059
CC(=O)c1cccc(NC(=O)Cc2ccccc2)c1,2.62,0.3749044,-2.24509560585022
CC(=O)c1cccc(NC(=O)N(C)C)c1,0.95,-0.2583688,-1.2083687901496887
CC(=O)c1cccc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)c1,1.46,1.7579273,0.29792729854583744
CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,2.78,0.8109345,-1.9690655159950254
CC(=O)c1cccc(Nc2ccccc2C(=O)O)c1,4.07,1.857964,-2.2120359611511233
CC(=O)c1cccc(O)c1,1.39,1.1313735,-0.2586264753341674
CC(=O)c1cccc(OC(=O)N(C)C)c1,1.18,3.3719165,2.1919165325164798
CC(=O)c1cccc(OCC(=O)O)c1,0.98,2.4364707,1.4564707469940186
CC(=O)c1cccc(S(N)(=O)=O)c1,0.21,1.3985345,1.1885345363616944
CC(=O)c1cccc(SC(N(C)C)N(C)C)c1,-0.88,1.3112004,2.1912003803253173
CC(=O)c1cccc([N+](=O)[O-])c1,1.42,0.20359872,-1.2164012771844863
CC(=O)c1ccccc1,1.58,1.0129217,-0.5670783090591431
CC(=O)c1ccccc1Br,2.28,0.5560658,-1.7239342021942137
CC(=O)c1ccccc1C(=O)O,0.81,2.5336072,1.723607244491577
CC(=O)c1ccccc1Cl,2.09,0.4604144,-1.6295855903625487
CC(=O)c1ccccc1N,1.63,2.3451838,0.7151838493347169
CC(=O)c1ccccc1NC(=O)C(Cl)Cl,2.65,3.206217,0.5562170505523683
CC(=O)c1ccccc1NCC#N,1.58,2.7273538,1.147353811264038
CC(=O)c1ccccc1NCCO,1.59,1.4652389,-0.12476107120513924
CC(=O)c1ccccc1O,1.92,1.0821819,-0.8378180694580077
CC(=O)c1ccccc1OC(=O)N(C)C,0.93,0.37443078,-0.555569224357605
CC(=O)c1ccccc1OCC(=O)O,1.25,-0.34218514,-1.592185139656067
CC(=O)c1ccccc1SC(N(C)C)N(C)C,-0.81,3.2128046,4.022804555892945
CC(=O)c1ccccc1[N+](=O)[O-],1.28,4.253799,2.973798961639404
CC(=O)c1ccccn1,0.85,2.8510811,2.001081132888794
CC(=O)c1cccnc1,0.43,0.53497714,0.10497713804244996
CC(=O)c1ccco1,0.52,2.017576,1.497575979232788
CC(=O)c1cccs1,1.25,1.762773,0.5127730369567871
CC(=O)c1ccnc2cc(Cl)ccc12,2.62,2.755145,0.1351450729370116
CC(=O)c1ccncc1,0.48,2.1259458,1.645945806503296
CC(=O)c1ccsc1,1.24,1.0241839,-0.21581613063812255
CC(=O)c1cn(C)c2ccccc12,1.95,1.1635991,-0.7864008665084838
CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,3.2,3.0940866,-0.10591335296630877
CC(=O)c1cnc2ccccc2c1,1.76,-0.35721827,-2.117218265533447
CC(=O)c1cnccn1,0.2,2.495322,2.295321989059448
CC(=O)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.65,0.7763837,-1.8736163020133971
CC(=O)c1csc2ccccc12,2.78,2.699379,-0.08062103271484355
CC(=O)c1nc([N+](=O)[O-])n(CC(C)O)c1C,0.37,1.249976,0.8799760389328003
CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)CC1,3.01,1.0898875,-1.9201125001907347
CC(=O)c1no[n+]([O-])c1C,0.8,3.1770582,2.377058219909668
CC(=O)c1noc(C)c1C(=O)Nc1nccs1,1.94,4.9608655,3.0208654975891114
CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1C,3.82,1.5216806,-2.2983194065093993
CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1N,3.18,4.0587344,0.8787344169616698
CC(=O)c1sc(S(C)=O)c(-c2ccccc2)c1C,3.26,3.8429296,0.5829296016693117
CC(=O)c1sc(S(C)=O)c(C#N)c1-c1ccc(Cl)cc1,3.31,0.36845845,-2.9415415501594544
CC(=O)n1c(O)ncc(F)c1=O,-0.34,4.028041,4.368040885925293
CC(=O)n1cc(CC(NC(=O)CC2NC(=O)C3C4CCC(CC4)N3C2=O)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,3.69,2.6020756,-1.0879244232177734
CC(=O)n1ccnc1,-0.34,0.9809841,1.320984091758728
CC(=O)n1ncc2c(=O)[nH]cnc21,-0.35,-0.43314213,-0.08314212560653689
CC(=S)N(c1ccccc1)c1ccccc1,2.83,1.1715264,-1.6584735679626466
CC(=S)Nc1ccccc1,1.71,2.6106164,0.9006164455413819
CC(Br)C(=O)O,0.92,2.2481382,1.328138189315796
CC(C#Cc1ccccc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,1.4,2.9556277,1.5556276798248292
CC(C#N)c1ncc([N+](=O)[O-])[nH]1,-0.07,0.5939845,0.6639844846725464
CC(C(=N)O)c1ccc(-n2sc3ccccc3c2=O)cc1,2.07,1.7688121,-0.3011879396438597
CC(C(=N)O)n1nnc2ccccc21,0.35,-0.20188566,-0.5518856555223465
CC(C(=O)CCN(C)C)N1C(=O)C2CC=CCC2C1=O,0.77,2.3568406,1.5868406105041504
CC(C(=O)N1CCc2ccccc2C1)N1C(=O)c2ccccc2C1=O,2.47,1.2651206,-1.2048793745040896
CC(C(=O)NCCO)n1ccnc1[N+](=O)[O-],-1.16,1.2722479,2.432247910499573
CC(C(=O)Nc1ccc(Cl)cc1)c1ncc(C(F)(F)F)cc1Cl,4.19,1.5567964,-2.6332035684585575
CC(C(=O)O)(c1ccccc1)c1ccccc1,2.69,0.9363471,-1.7536528730392456
CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.9,2.5225384,-0.3774615764617919
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2.505,1.4691635,-1.0358364629745482
CC(C(=O)O)c1ccc(-c2nc(-c3ccccc3)cs2)cc1,4.95,4.286963,-0.6630370140075685
CC(C(=O)O)c1ccc(-c2nc(C(=N)O)cs2)cc1,2.17,1.4449812,-0.7250187826156616
CC(C(=O)O)c1ccc(-c2nc(C(=O)N(C)C)cs2)cc1,2.15,2.036788,-0.11321201324462882
CC(C(=O)O)c1ccc(-c2nc(C(F)(F)F)cs2)cc1,3.78,1.755712,-2.0242879676818846
CC(C(=O)O)c1ccc(-c2nc(CO)cs2)cc1,2.25,2.5705862,0.3205862045288086
CC(C(=O)O)c1ccc(-c2nc3c(s2)CCCC3)cc1,4.41,2.4091403,-2.000859651565552
CC(C(=O)O)c1ccc(-c2nccs2)c(Br)c1,3.35,-0.10676123,-3.456761232018471
CC(C(=O)O)c1ccc(-c2nccs2)c(C(F)(F)F)c1,3.06,3.1736217,0.113621654510498
CC(C(=O)O)c1ccc(-c2nccs2)c(Cl)c1,3.39,0.14560938,-3.244390621185303
CC(C(=O)O)c1ccc(-c2nccs2)c(F)c1,3.14,2.739605,-0.40039505004882825
CC(C(=O)O)c1ccc(-c2nccs2)c(N)c1,2.45,0.93304497,-1.5169550299644472
CC(C(=O)O)c1ccc(-c2nccs2)c(O)c1,3.18,1.8776851,-1.3023149299621584
CC(C(=O)O)c1ccc(-c2nccs2)c([N+](=O)[O-])c1,2.06,-0.58696055,-2.646960554122925
CC(C(=O)O)c1ccc(-c2nccs2)cc1,2.79,3.3316624,0.5416624164581298
CC(C(=O)O)c1ccc(N2CC3=C(CCCC3)C2=O)cc1,3.07,1.1843102,-1.8856898021697996
CC(C(=O)O)c1ccc(N2CC3CCCCC3C2=O)cc1,3.15,4.000772,0.850771999359131
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,2.77,0.9023832,-1.8676167917251587
CC(C(=O)O)c1ccc(OCc2ccccc2)c(F)c1,3.61,-0.0644335,-3.6744335001707076
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,2.265,2.5351684,0.27016840934753406
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1.5,1.5266953,0.02669525146484375
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,0.71,1.170816,0.4608159446716309
CC(C(=O)OC1CCCCC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,2.82,2.0057185,-0.8142815303802489
CC(C(N)=O)n1nc2ccccc2n1,0.86,1.1085113,0.2485113286972046
CC(C(O)c1ccccc1)N(C)C,1.7,2.3383255,0.6383255004882813
CC(C(c1ccccc1)c1ccccc1)[N+](=O)[O-],3.91,1.3530527,-2.556947264671326
CC(C)(/N=C(\O)C(Br)C(C)(C)C)c1ccccc1,3.47,1.1706264,-2.299373598098755
CC(C)(C#N)N=NC(C)(C)C#N,1.1,4.1054416,3.0054415702819823
CC(C)(C#N)Nc1nc(Cl)nc(NC2CC2)n1,1.99,0.8450357,-1.1449643278121948
CC(C)(C#N)c1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1,1.9,2.0596142,0.15961418151855478
CC(C)(C(=O)Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,2.96,1.9277941,-1.032205901145935
CC(C)(C(=O)O)C(=O)O,0.39,2.1295164,1.7395163631439208
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.42,3.3552425,2.9352424907684327
CC(C)(C(=O)O)n1nc2ccccc2n1,0.64,3.7672703,3.1272703266143798
CC(C)(C(=O)O)n1nnc2ccccc21,-0.2,3.0018494,3.201849412918091
CC(C)(C(=O)c1cccnc1)c1cccnc1,1.45,4.074738,2.624738025665283
CC(C)(C(N)=O)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br,2.32,-0.5789304,-2.898930377960205
CC(C)(C(N)=O)n1nc2ccccc2n1,1.16,2.5156662,1.3556662464141847
CC(C)(C(N)=O)n1nnc2ccccc21,0.76,3.0991461,2.339146127700806
CC(C)(C)/C(O)=N/N1CC=CCC1,1.03,0.488007,-0.5419929909706116
CC(C)(C)/C(O)=N\C(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.33,3.1969051,1.8669051361083984
CC(C)(C)/N=C(\O)NS(=O)(=O)c1ccccc1,1.95,2.343038,0.3930380821228028
CC(C)(C)/[N+]([O-])=C/c1ccc(Br)cc1,2.0,2.0566125,0.056612491607666016
CC(C)(C)/[N+]([O-])=C/c1ccc(C(=O)O)cc1,1.1,3.1556528,2.0556527614593505
CC(C)(C)/[N+]([O-])=C/c1ccc(Cl)cc1,2.4,1.9828159,-0.4171841382980346
CC(C)(C)/[N+]([O-])=C/c1ccc(F)cc1,1.42,-1.122437,-2.542437000274658
CC(C)(C)/[N+]([O-])=C/c1ccc(O)cc1,0.6,-0.89345205,-1.4934520483016969
CC(C)(C)/[N+]([O-])=C/c1ccc([N+](=O)[O-])cc1,1.4,2.240362,0.8403619289398194
CC(C)(C)/[N+]([O-])=C/c1cccc(O)c1,1.0,1.7440082,0.7440081834793091
CC(C)(C)/[N+]([O-])=C/c1cccc([N+](=O)[O-])c1,1.3,2.82252,1.5225200176239013
